codigo,nombre,descripcion,lista_de_valor_codigo,vigencia
11300,MUCATO,MUCATO,04,S
11301,EZGO,EZGO,04,S
11302,DI BLASI,DI BLASI,04,S
11303,FISHER SPORTSCARS,FISHER SPORTSCARS,04,S
11304,PUERSTINGER,PUERSTINGER,04,S
11305,BARBER,BARBER,04,S
11306,WHGM,WHGM,04,S
11307,MZ-IMER,MZ-IMER,04,S
11308,ELPHINSTONE,ELPHINSTONE,04,S
11309,O Y K,O Y K,04,S
11310,IMB,IMB,04,S
11311,POWERSCREEN,POWERSCREEN,04,S
11312,TIGERCAT,TIGERCAT,04,S
11313,FAUN-WILHAG,FAUN-WILHAG,04,S
11314,NASH RAMBLER,NASH RAMBLER,04,S
11315,LINHAI,LINHAI,04,S
11316,GAS GAS,GAS GAS,04,S
11317,KIMCO,KIMCO,04,S
11318,FAHR,FAHR,04,S
11319,FARTRAC,FARTRAC,04,S
11320,BETTER,BETTER,04,S
11321,MATHER PLAT,MATHER PLAT,04,S
11322,FUSO TADANO,FUSO TADANO,04,S
11323,DORSEY,DORSEY,04,S
11324,INTERNACIONAL,INTERNACIONAL,04,S
11325,GREAT DANE,GREAT DANE,04,S
11326,TIMPTE,TIMPTE,04,S
11327,FRUEHAUF,FRUEHAUF,04,S
11328,BOUNDER,BOUNDER,04,S
11329,PELLENC,PELLENC,04,S
11330,EURAMOBIL,EURAMOBIL,04,S
11331,LELY,LELY,04,S
11332,SAVIEM,SAVIEM,04,S
11333,RABBIT,RABBIT,04,S
11334,VEB TRAKTORENWERKE SCHONEBECK,VEB TRAKTORENWERKE SCHONEBECK,04,S
11335,TEREX CRANES,TEREX CRANES,04,S
11336,YELLOWSTONE,YELLOWSTONE,04,S
11337,KINDER,KINDER,04,S
11338,HAKO,HAKO,04,S
11339,COMMANDCAR,COMMANDCAR,04,S
11340,CESAB,CESAB,04,S
11341,OYK,OYK,04,S
11342,MC CORMICK INTERNATIONAL,MC CORMICK INTERNATIONAL,04,S
11343,HURON,HURON,04,S
11344,ALLMAND BROS,ALLMAND BROS,04,S
11345,CLARK MICHIGAN,CLARK MICHIGAN,04,S
11346,LONDON,LONDON,04,S
11347,HYCO,HYCO,04,S
11348,ABG,ABG,04,S
11349,LIFAN,LIFAN,04,S
11350,MERLO,MERLO,04,S
11351,ASTON MARTIN,ASTON MARTIN,04,S
11352,EUNOS,EUNOS,04,S
11353,COACHMEN,COACHMEN,04,S
11354,MARIOTTI,MARIOTTI,04,S
11355,CHENG GONG,CHENG GONG,04,S
11356,SOOSAN,SOOSAN,04,S
11357,SUNDIRO,SUNDIRO,04,S
11358,RAYMOND,RAYMOND,04,S
11359,MORGAN,MORGAN,04,S
11360,P&H,P&H,04,S
11361,SPA,SPA,04,S
11362,VOLARE,VOLARE,04,S
11363,HENSIM,HENSIM,04,S
11364,AXIAL FLOW,AXIAL FLOW,04,S
11365,SCRAMBLER,SCRAMBLER,04,S
11366,PACHRITE,PACHRITE,04,S
11367,SMALLEY,SMALLEY,04,S
11368,RENAULT-SAMSUNG,RENAULT-SAMSUNG,04,S
11369,KINROARD,KINROARD,04,S
11370,ENFIELD,ENFIELD,04,S
11371,SKYWAY,SKYWAY,04,S
11372,LUGLI,LUGLI,04,S
11373,DE ANTONI,DE ANTONI,04,S
11374,MITSUBISHI CATERPILLAR,MITSUBISHI CATERPILLAR,04,S
11375,TAISHAN,TAISHAN,04,S
11376,HYCO HYSTER,HYCO HYSTER,04,S
11377,HERTZ,HERTZ,04,S
11378,EUROMOT,EUROMOT,04,S
11379,TRASHMASTER REX,TRASHMASTER REX,04,S
11380,IVECO CAMIVA,IVECO CAMIVA,04,S
11381,PIERCE,PIERCE,04,S
11382,AEROVAN,AEROVAN,04,S
11383,CADAFA,CADAFA,04,S
11384,FUMA,FUMA,04,S
11385,G.B.,G.B.,04,S
11386,GOREN,GOREN,04,S
11387,MACHILE,MACHILE,04,S
11388,SCHILGER,SCHILGER,04,S
11389,TIMPTE,TIMPTE,04,S
11390,TREMAC,TREMAC,04,S
11391,TYMAN,TYMAN,04,S
11392,DEUTZ,DEUTZ,04,S
11393,GARDELLA,GARDELLA,04,S
11394,CAT,CAT,04,S
11395,IVECO PEGASO,IVECO PEGASO,04,S
11396,INDABRA,INDABRA,04,S
11397,VOR,VOR,04,S
11398,NOMA,NOMA,04,S
11399,IVESA-BUNOUT,IVESA-BUNOUT,04,S
11400,SANYA,SANYA,04,S
11401,JOSAVER,JOSAVER,04,S
11402,NANFANG-ANGEL,NANFANG-ANGEL,04,S
11403,FARMATRAC,FARMATRAC,04,S
11404,TERSAINOX,TERSAINOX,04,S
11405,FIBRASA,FIBRASA,04,S
11406,PEERLESS,PEERLESS,04,S
11407,PICASSO,PICASSO,04,S
11408,FREITAS,FREITAS,04,S
11409,MUSSRE,MUSSRE,04,S
11410,TECNOMETAL,TECNOMETAL,04,S
11411,BN,BN,04,S
11412,KRON,KRON,04,S
11413,KRONE,KRONE,04,S
11414,EAST,EAST,04,S
11415,MONTENEGRO,MONTENEGRO,04,S
11416,EKW,EKW,04,S
11417,GUERRA,GUERRA,04,S
11418,A.B.,A.B.,04,S
11419,A.J. INGENIEROS,A.J. INGENIEROS,04,S
11420,AGA CRYO,AGA CRYO,04,S
11421,ALCA,ALCA,04,S
11422,ALUMGA,ALUMGA,04,S
11423,APACHE,APACHE,04,S
11424,ASJ-FORSS,ASJ-FORSS,04,S
11425,B MELLE,B MELLE,04,S
11426,BWP,BWP,04,S
11427,BISELLI,BISELLI,04,S
11428,BLACK-DIAMOND,BLACK-DIAMOND,04,S
11429,BLUMHARDT,BLUMHARDT,04,S
11430,BLUNJET,BLUNJET,04,S
11431,BOLOGNESI,BOLOGNESI,04,S
11432,BRENNER,BRENNER,04,S
11433,BRODERNA,BRODERNA,04,S
11434,BUDC,BUDC,04,S
11435,BUDD,BUDD,04,S
11436,BUDD DRY,BUDD DRY,04,S
11437,BURG,BURG,04,S
11438,CAB,CAB,04,S
11439,CABRINI,CABRINI,04,S
11440,CARPER,CARPER,04,S
11441,CARVAJAL,CARVAJAL,04,S
11442,CATALAN,CATALAN,04,S
11443,CEASA,CEASA,04,S
11444,CGB,CGB,04,S
11445,CHALLENGER,CHALLENGER,04,S
11446,CHANSEY,CHANSEY,04,S
11447,COLOSO,COLOSO,04,S
11448,CONTAINERLAND,CONTAINERLAND,04,S
11449,CRYO,CRYO,04,S
11450,CUSTON FRAMES,CUSTON FRAMES,04,S
11451,DAMBROZ,DAMBROZ,04,S
11452,DARWIN,DARWIN,04,S
11453,DE FREITAS,DE FREITAS,04,S
11454,DORSEY,DORSEY,04,S
11455,DRACO,DRACO,04,S
11456,DURHAM,DURHAM,04,S
11457,DYNA,DYNA,04,S
11458,ECHEVARRIA,ECHEVARRIA,04,S
11459,ECHEVERRIA,ECHEVERRIA,04,S
11460,ECONOLINE,ECONOLINE,04,S
11461,ESPECIAL,ESPECIAL,04,S
11462,FACHINNI,FACHINNI,04,S
11463,FERGUSON,FERGUSON,04,S
11464,FERNANDEZ,FERNANDEZ,04,S
11465,FONTAINE,FONTAINE,04,S
11466,FREHAUF,FREHAUF,04,S
11467,FRUEHAUF,FRUEHAUF,04,S
11468,GAJARDO,GAJARDO,04,S
11469,GAMBOA,GAMBOA,04,S
11470,GELOJARR,GELOJARR,04,S
11471,GENE TRAILER,GENE TRAILER,04,S
11472,GINDY,GINDY,04,S
11473,GOLDINI,GOLDINI,04,S
11474,GORI,GORI,04,S
11475,GRAN DANES,GRAN DANES,04,S
11476,GRATE DANE,GRATE DANE,04,S
11477,GREAT DANE,GREAT DANE,04,S
11478,GUNDY,GUNDY,04,S
11479,HFC,HFC,04,S
11480,HFR,HFR,04,S
11481,HOBBS,HOBBS,04,S
11482,HOME MADE,HOME MADE,04,S
11483,ICSZ,ICSZ,04,S
11484,INCA,INCA,04,S
11485,INDUVAN,INDUVAN,04,S
11486,INGERSOLL,INGERSOLL,04,S
11487,INTERDORNA,INTERDORNA,04,S
11488,ITALDIESEL,ITALDIESEL,04,S
11489,IVESA,IVESA,04,S
11490,IVESABUNOU,IVESABUNOU,04,S
11491,JAAR,JAAR,04,S
11492,JIE FAM,JIE FAM,04,S
11493,KLL,KLL,04,S
11494,KENTUCKY,KENTUCKY,04,S
11495,KHORNLINER,KHORNLINER,04,S
11496,KLEYN,KLEYN,04,S
11497,KYLINE,KYLINE,04,S
11498,LAG,LAG,04,S
11499,LARUGOY,LARUGOY,04,S
11500,LASAPPOR,LASAPPOR,04,S
11501,LEIVA,LEIVA,04,S
11502,LOAKING BRAND,LOAKING BRAND,04,S
11503,LUFKIN,LUFKIN,04,S
11504,MAB,MAB,04,S
11505,MACROMETAL,MACROMETAL,04,S
11506,MADERVA,MADERVA,04,S
11507,MAESTRANZA,MAESTRANZA,04,S
11508,MALDONADO,MALDONADO,04,S
11509,MAPAR,MAPAR,04,S
11510,MEILLER,MEILLER,04,S
11511,METALCO,METALCO,04,S
11512,METALMOR,METALMOR,04,S
11513,MICK,MICK,04,S
11514,MILLER,MILLER,04,S
11515,MTZA,MTZA,04,S
11516,MUSSRRE,MUSSRRE,04,S
11517,NELTUME,NELTUME,04,S
11518,NORDON,NORDON,04,S
11519,NORTINOS,NORTINOS,04,S
11520,PAINE,PAINE,04,S
11521,PARGO,PARGO,04,S
11522,PARRA,PARRA,04,S
11523,PEABODY,PEABODY,04,S
11524,PELHAM,PELHAM,04,S
11525,PHELAN,PHELAN,04,S
11526,PNO,PNO,04,S
11527,PROGRESO,PROGRESO,04,S
11528,RAMPLAS PLUMA,RAMPLAS PLUMA,04,S
11529,RANDON F,RANDON F,04,S
11530,RECRESUL,RECRESUL,04,S
11531,RENCONGU,RENCONGU,04,S
11532,RETI,RETI,04,S
11533,ROCONGU,ROCONGU,04,S
11534,RODHAS,RODHAS,04,S
11535,RODOVIARIA,RODOVIARIA,04,S
11536,ROGERS,ROGERS,04,S
11537,RONDON,RONDON,04,S
11538,S/M,S/M,04,S
11539,SALTO,SALTO,04,S
11540,SERGOCAR,SERGOCAR,04,S
11541,SHIFFER,SHIFFER,04,S
11542,SHORELAND,SHORELAND,04,S
11543,SILO,SILO,04,S
11544,SOGECO,SOGECO,04,S
11545,SOTRAHUE,SOTRAHUE,04,S
11546,STEEL BROS,STEEL BROS,04,S
11547,STRICK,STRICK,04,S
11548,SUNWOOD,SUNWOOD,04,S
11549,TALBERT,TALBERT,04,S
11550,TERMOCAR,TERMOCAR,04,S
11551,THEURER,THEURER,04,S
11552,THEVRER,THEVRER,04,S
11553,THUNDERBIRD,THUNDERBIRD,04,S
11554,TILLVERKARE,TILLVERKARE,04,S
11555,TITAN,TITAN,04,S
11556,TONCO,TONCO,04,S
11557,TRAILER,TRAILER,04,S
11558,TRAILER POOL,TRAILER POOL,04,S
11559,TRAIMOBILE,TRAIMOBILE,04,S
11560,TRANDERS,TRANDERS,04,S
11561,TRANSAMERICA,TRANSAMERICA,04,S
11562,TRASLAVINA,TRASLAVINA,04,S
11563,TRAYERS,TRAYERS,04,S
11564,TRINITY IND,TRINITY IND,04,S
11565,UNICAR,UNICAR,04,S
11566,VAMMA,VAMMA,04,S
11567,VAPOR INDUST,VAPOR INDUST,04,S
11568,VARELA,VARELA,04,S
11569,VENCAR,VENCAR,04,S
11570,VERGARA,VERGARA,04,S
11571,VERGARA HNOS,VERGARA HNOS,04,S
11572,VIBERTI,VIBERTI,04,S
11573,VICKING,VICKING,04,S
11574,VISA,VISA,04,S
11575,WESTERN STAM,WESTERN STAM,04,S
11576,WINTER,WINTER,04,S
11577,WYG,WYG,04,S
11578,YACOR,YACOR,04,S
11579,YAK,YAK,04,S
11580,MANAC,MANAC,04,S
11581,TIMPLE,TIMPLE,04,S
11582,GREAT-DARE,GREAT-DARE,04,S
11583,FRUE HAUF,FRUE HAUF,04,S
11584,KOGAL,KOGAL,04,S
11585,INVERSOLL RAND,INVERSOLL RAND,04,S
11586,CAPPERI,CAPPERI,04,S
11587,TOFYA,TOFYA,04,S
11588,HALDIESEL,HALDIESEL,04,S
11589,HAACON,HAACON,04,S
11590,WALTER,WALTER,04,S
11591,HOOBS,HOOBS,04,S
11592,MAS,MAS,04,S
11593,RECRUSUL,RECRUSUL,04,S
11594,PODEROSO,PODEROSO,04,S
11595,TRAIL MOBILE,TRAIL MOBILE,04,S
11596,CATALAN HNOS,CATALAN HNOS,04,S
11597,FIGUEROA,FIGUEROA,04,S
11598,INTERMODAL,INTERMODAL,04,S
11599,ECSA,ECSA,04,S
11600,VIKING,VIKING,04,S
11601,ABADA,ABADA,04,S
11602,MAQUIA,MAQUIA,04,S
11603,GONELLA,GONELLA,04,S
11604,VIBERLY,VIBERLY,04,S
11605,IVESA BUNOUT,IVESA BUNOUT,04,S
11606,VILLALTRA,VILLALTRA,04,S
11607,INCONEC,INCONEC,04,S
11608,HACKNEY,HACKNEY,04,S
11609,PACIFICO,PACIFICO,04,S
11610,EMILOAD LUGGEN,EMILOAD LUGGEN,04,S
11611,CGB TRAILER,CGB TRAILER,04,S
11612,ROBALME,ROBALME,04,S
11613,ETN Y RE,ETN Y RE,04,S
11614,S Y H,S Y H,04,S
11615,T INTL POOL-F,T INTL POOL-F,04,S
11616,CLEMENT,CLEMENT,04,S
11617,DIASIL,DIASIL,04,S
11618,GRU DALBE,GRU DALBE,04,S
11619,FLORENCE,FLORENCE,04,S
11620,NUTTTAIL,NUTTTAIL,04,S
11621,MACMIN,MACMIN,04,S
11622,TITAN HACFNEY,TITAN HACFNEY,04,S
11623,TRAYL ONA,TRAYL ONA,04,S
11624,STATUS,STATUS,04,S
11625,CABURGA,CABURGA,04,S
11626,LEMACO,LEMACO,04,S
11627,SYCSA,SYCSA,04,S
11628,MAPEL,MAPEL,04,S
11629,FORMAR,FORMAR,04,S
11630,FURGOVAN,FURGOVAN,04,S
11631,ZIE MARR,ZIE MARR,04,S
11632,AZTEC,AZTEC,04,S
11633,TATSA,TATSA,04,S
11634,A GUZMANT,A GUZMANT,04,S
11635,ITAL DIESEL,ITAL DIESEL,04,S
11636,MAGYAR,MAGYAR,04,S
11637,CAPRERI,CAPRERI,04,S
11638,HACK NEY TITAN,HACK NEY TITAN,04,S
11639,IGSA,IGSA,04,S
11640,KRONE GOGI FROSA,KRONE GOGI FROSA,04,S
11641,EMI,EMI,04,S
11642,SEKO,SEKO,04,S
11643,CHATEALL,CHATEALL,04,S
11644,MONON,MONON,04,S
11645,WEEKEND,WEEKEND,04,S
11646,HELVETICA,HELVETICA,04,S
11647,TRASOLMEC,TRASOLMEC,04,S
11648,DOLLEY,DOLLEY,04,S
11649,LOW BOY,LOW BOY,04,S
11650,BEAIRD,BEAIRD,04,S
11651,IVOSSA,IVOSSA,04,S
11652,NORTINO,NORTINO,04,S
11653,SEMIREMOLQUE,SEMIREMOLQUE,04,S
11654,RUIZ TAGLE,RUIZ TAGLE,04,S
11655,OBERMAN,OBERMAN,04,S
11656,SPEED STAR,SPEED STAR,04,S
11657,BURYAUS ERIE,BURYAUS ERIE,04,S
11658,ASRRO,ASRRO,04,S
11659,CMSQ,CMSQ,04,S
11660,WYG LTDA,WYG LTDA,04,S
11661,GLASTRON,GLASTRON,04,S
11662,DUMHAM,DUMHAM,04,S
11663,MAEU,MAEU,04,S
11664,CABALE,CABALE,04,S
11665,TRASLAVI@A,TRASLAVI@A,04,S
11666,LEOCAR,LEOCAR,04,S
11667,POWER SCREEN,POWER SCREEN,04,S
11668,MAQAM,MAQAM,04,S
11669,BREVER,BREVER,04,S
11670,RODAMES,RODAMES,04,S
11671,STEELBRO,STEELBRO,04,S
11672,SONTAINE,SONTAINE,04,S
11673,MAXUM,MAXUM,04,S
11674,WOOD,WOOD,04,S
11675,BENNETTE,BENNETTE,04,S
11676,LAYNE-F,LAYNE-F,04,S
11677,POLAR TANK,POLAR TANK,04,S
11678,KOMATSU HALLAS,KOMATSU HALLAS,04,S
11679,MOTORMAN,MOTORMAN,04,S
11680,SM X 10,SM X 10,04,S
11681,CHOICE,CHOICE,04,S
11682,SIPOSAMIX,SIPOSAMIX,04,S
11683,STORTI,STORTI,04,S
11684,ITALMEC,ITALMEC,04,S
11685,REPCO,REPCO,04,S
11686,MAESTRANZA BELGA,MAESTRANZA BELGA,04,S
11687,QUEZADA,QUEZADA,04,S
11688,NAUTIC,NAUTIC,04,S
11689,FMA,FMA,04,S
11690,SEMEATO,SEMEATO,04,S
11691,COMETTO,COMETTO,04,S
11692,CIPA,CIPA,04,S
11693,EZ LOADER,EZ LOADER,04,S
11694,POTTINGER,POTTINGER,04,S
11695,JF,JF,04,S
11696,TRECAR,TRECAR,04,S
11697,CREE,CREE,04,S
11698,STUPPA,STUPPA,04,S
11699,MAGOSA,MAGOSA,04,S
11700,ALARCON Y ALARCON Y CIA,ALARCON Y ALARCON Y CIA,04,S
11701,TAKASAKI,TAKASAKI,04,S
11702,JPR,JPR,04,S
11703,SICA,SICA,04,S
11704,WASBASH,WASBASH,04,S
11705,JES,JES,04,S
11706,MONTANA,MONTANA,04,S
11707,RUNDEL,RUNDEL,04,S
11708,JOST,JOST,04,S
11709,ISTRAIL,ISTRAIL,04,S
11710,YINGANG,YINGANG,04,S
11711,VENTO,VENTO,04,S
11712,REY,REY,04,S
11713,BT INDUSTRIES,BT INDUSTRIES,04,S
11714,ARTHUS,ARTHUS,04,S
11715,BL PEGSON,BL PEGSON,04,S
11716,CNH,CNH,04,S
11717,CALVO MONTT,CALVO MONTT,04,S
11718,DORSEY TRAILERS,DORSEY TRAILERS,04,S
11719,DUOPPO,DUOPPO,04,S
11720,ECOLOGICA,ECOLOGICA,04,S
11721,FIATALLIS,FIATALLIS,04,S
11722,IDEROL,IDEROL,04,S
11723,TMCV,TMCV,04,S
11724,MAJESA,MAJESA,04,S
11725,NITZCO,NITZCO,04,S
11726,PUBLITRUCK,PUBLITRUCK,04,S
11727,SANDVIK,SANDVIK,04,S
11728,STGUGHTON,STGUGHTON,04,S
11729,LOX EQUIPMENT COMPAN,LOX EQUIPMENT COMPAN,04,S
11730,FLOOR,FLOOR,04,S
11731,GEOSTAR,GEOSTAR,04,S
11732,JUMBO,JUMBO,04,S
11733,ROMERELLI,ROMERELLI,04,S
11734,CARVAL,CARVAL,04,S
11735,EGON,EGON,04,S
11736,FLORES,FLORES,04,S
11737,NEOBUS,NEOBUS,04,S
11738,G Y G LTDA,G Y G LTDA,04,S
11739,MT,MT,04,S
11740,MITO VIKIN,MITO VIKIN,04,S
11741,L Y S,L Y S,04,S
11742,SANTIAGO,SANTIAGO,04,S
11743,MITALITO,MITALITO,04,S
11744,VIGOPRI,VIGOPRI,04,S
11745,FANGIO,FANGIO,04,S
11746,TRANYERS,TRANYERS,04,S
11747,GROENEWORLD,GROENEWORLD,04,S
11748,TRANSCRAFT,TRANSCRAFT,04,S
11749,ANDRITEC,ANDRITEC,04,S
11750,STIK,STIK,04,S
11751,NETAM,NETAM,04,S
11752,ALMAHUE,ALMAHUE,04,S
11753,GREAT,GREAT,04,S
11754,C Y A,C Y A,04,S
11755,EPYSA-RANDON,EPYSA-RANDON,04,S
11756,CONSTRUCTOR,CONSTRUCTOR,04,S
11757,WABASH,WABASH,04,S
11758,TRAIL,TRAIL,04,S
11759,EL CAMINO,EL CAMINO,04,S
11760,ELINBE,ELINBE,04,S
11761,ADIGE,ADIGE,04,S
11762,FORS,FORS,04,S
11763,BOT-CAT,BOT-CAT,04,S
11764,BENFORD,BENFORD,04,S
11765,ECHAVARRIA,ECHAVARRIA,04,S
11766,GUNGY,GUNGY,04,S
11767,KINLON,KINLON,04,S
11768,GODOY GODOY LTDA,GODOY GODOY LTDA,04,S
11769,TRAINMOBIL,TRAINMOBIL,04,S
11770,TRINITY,TRINITY,04,S
11771,OMEGA,OMEGA,04,S
11772,LUBBOCK,LUBBOCK,04,S
11773,MIRA,MIRA,04,S
11774,MARTER,MARTER,04,S
11775,PL,PL,04,S
11776,SOCOMETAL,SOCOMETAL,04,S
11777,TRAC LEASE,TRAC LEASE,04,S
11778,RANDOM,RANDOM,04,S
11779,FRUHAUF,FRUHAUF,04,S
11780,FRUECHAUF,FRUECHAUF,04,S
11781,ALVACON,ALVACON,04,S
11782,BROWN,BROWN,04,S
11783,BURDILES,BURDILES,04,S
11784,COFRE,COFRE,04,S
11785,ED,ED,04,S
11786,FREIRE,FREIRE,04,S
11787,MILL HP3,MILL HP3,04,S
11788,R-PLUMA,R-PLUMA,04,S
11789,MURA,MURA,04,S
11790,P Y L,P Y L,04,S
11791,SMI,SMI,04,S
11792,SANDVIK TAMROCK,SANDVIK TAMROCK,04,S
11793,THEUER,THEUER,04,S
11794,YORK,YORK,04,S
11795,PEDRO ARAVENA PE@A,PEDRO ARAVENA PE@A,04,S
11796,FREUHAUF,FREUHAUF,04,S
11797,LEGRAS,LEGRAS,04,S
11798,MUV-ALL,MUV-ALL,04,S
11799,V TUERTO,V TUERTO,04,S
11800,BERTOLINE,BERTOLINE,04,S
11801,DAPAL,DAPAL,04,S
11802,EDASA INFRA,EDASA INFRA,04,S
11803,FIBA,FIBA,04,S
11804,LASSAPORT,LASSAPORT,04,S
11805,MONOM,MONOM,04,S
11806,MONTERREY,MONTERREY,04,S
11807,PINE,PINE,04,S
11808,RODAPER,RODAPER,04,S
11809,SCORPION,SCORPION,04,S
11810,ROGE,ROGE,04,S
11811,THEU,THEU,04,S
11812,ACKERMANN,ACKERMANN,04,S
11813,ARROW,ARROW,04,S
11814,BRUNA,BRUNA,04,S
11815,BLUJAN,BLUJAN,04,S
11816,CORMETAL,CORMETAL,04,S
11817,COTTA,COTTA,04,S
11818,DELFIN,DELFIN,04,S
11819,DRAGONI,DRAGONI,04,S
11820,FERRER,FERRER,04,S
11821,HOLLAND,HOLLAND,04,S
11822,IRSE,IRSE,04,S
11823,GLOVETRAILERS,GLOVETRAILERS,04,S
11824,CRYENCO,CRYENCO,04,S
11825,GICADO,GICADO,04,S
11826,KAPPLER,KAPPLER,04,S
11827,LOS PELLINES LTDA,LOS PELLINES LTDA,04,S
11828,MAECIS,MAECIS,04,S
11829,MASSARI,MASSARI,04,S
11830,RODAMEG,RODAMEG,04,S
11831,METALITO,METALITO,04,S
11832,GRAN-DANE,GRAN-DANE,04,S
11833,R.I.,R.I.,04,S
11834,RIGUAL,RIGUAL,04,S
11835,SCHIAPPACASSE,SCHIAPPACASSE,04,S
11836,SKYGO,SKYGO,04,S
11837,TRANS CERO,TRANS CERO,04,S
11838,THE HEILCO,THE HEILCO,04,S
11839,TIMTE,TIMTE,04,S
11840,PETROMIN,PETROMIN,04,S
11841,PLUMA,PLUMA,04,S
11842,TAMARA,TAMARA,04,S
11843,VINCE HAGAN,VINCE HAGAN,04,S
11844,WITZCO CHALLENG,WITZCO CHALLENG,04,S
11845,VELOS,VELOS,04,S
11846,SHOPER,SHOPER,04,S
11847,A Y S,A Y S,04,S
11848,BRIAB,BRIAB,04,S
11849,BANDIT,BANDIT,04,S
11850,BLUNHART,BLUNHART,04,S
11851,CARCAMO,CARCAMO,04,S
11852,COTTRELL,COTTRELL,04,S
11853,COLOSO SA,COLOSO SA,04,S
11854,CORSO,CORSO,04,S
11855,FXV,FXV,04,S
11856,GRECO,GRECO,04,S
11857,LYT,LYT,04,S
11858,MASER,MASER,04,S
11859,MOUNTFIQUE,MOUNTFIQUE,04,S
11860,MISSISSIPPI,MISSISSIPPI,04,S
11861,MANSILLA,MANSILLA,04,S
11862,OTAEGUI,OTAEGUI,04,S
11863,PRATTI,PRATTI,04,S
11864,R.A.,R.A.,04,S
11865,ROCAN,ROCAN,04,S
11866,SERMINEROS,SERMINEROS,04,S
11867,SCHWARZE,SCHWARZE,04,S
11868,TRAIL KING,TRAIL KING,04,S
11869,THYCO,THYCO,04,S
11870,IVESA BUNO,IVESA BUNO,04,S
11871,V. TUERTO,V. TUERTO,04,S
11872,VALDIVIA LTDA,VALDIVIA LTDA,04,S
11873,AYS,AYS,04,S
11874,ALL-PIG,ALL-PIG,04,S
11875,ARMETAL,ARMETAL,04,S
11876,BERTOLINI,BERTOLINI,04,S
11877,BUD,BUD,04,S
11878,CLAUDIO GO,CLAUDIO GO,04,S
11879,CARCARSI,CARCARSI,04,S
11880,COMETAL,COMETAL,04,S
11881,CHASSIS,CHASSIS,04,S
11882,COSAN,COSAN,04,S
11883,D. BENZ,D. BENZ,04,S
11884,FREEHAUF,FREEHAUF,04,S
11885,FRUSSO,FRUSSO,04,S
11886,FREHGHOUSE,FREHGHOUSE,04,S
11887,GRAN DANE,GRAN DANE,04,S
11888,GOREN REAC,GOREN REAC,04,S
11889,HOME COURT,HOME COURT,04,S
11890,INTERNATIONAL HARVESTER CO,INTERNATIONAL HARVESTER CO,04,S
11891,INMEL,INMEL,04,S
11892,KENNIS,KENNIS,04,S
11893,LONCIN G,LONCIN G,04,S
11894,LOX EQUIPMENT COMPANY,LOX EQUIPMENT COMPANY,04,S
11895,MAGYL,MAGYL,04,S
11896,NARANJO,NARANJO,04,S
11897,R Y M,R Y M,04,S
11898,ROTHEBER,ROTHEBER,04,S
11899,RODAPER 4,RODAPER 4,04,S
11900,SIDER,SIDER,04,S
11901,STRIC,STRIC,04,S
11902,SOONER,SOONER,04,S
11903,SIMONCELLI,SIMONCELLI,04,S
11904,TRANSBOX,TRANSBOX,04,S
11905,TRAILOR,TRAILOR,04,S
11906,TRANSMOBIL,TRANSMOBIL,04,S
11907,TMT,TMT,04,S
11908,TURKE,TURKE,04,S
11909,TECNINOX,TECNINOX,04,S
11910,THE HEIL CO,THE HEIL CO,04,S
11911,TRANSMOVIL,TRANSMOVIL,04,S
11912,VARIG,VARIG,04,S
11913,VIBERTY,VIBERTY,04,S
11914,WITZCO,WITZCO,04,S
11915,WALKER,WALKER,04,S
11916,DRESSTA,DRESSTA,04,S
11917,ARTRAK,ARTRAK,04,S
11918,HERNAN REYES,HERNAN REYES,04,S
11919,HOBB 45,HOBB 45,04,S
11920,EVANS,EVANS,04,S
11921,FRESOL,FRESOL,04,S
11922,FLAT UTILITY,FLAT UTILITY,04,S
11923,KAR HEIL,KAR HEIL,04,S
11924,LOADKILG,LOADKILG,04,S
11925,MACTRAILER,MACTRAILER,04,S
11926,MAPAL,MAPAL,04,S
11927,PARGA,PARGA,04,S
11928,RIT,RIT,04,S
11929,ROGAMET,ROGAMET,04,S
11930,STOU,STOU,04,S
11931,SKIU,SKIU,04,S
11932,SAME GOLDEN V75,SAME GOLDEN V75,04,S
11933,SANTOS,SANTOS,04,S
11934,TRIM,TRIM,04,S
11935,BUTLER,BUTLER,04,S
11936,NOVOA,NOVOA,04,S
11937,NABORES,NABORES,04,S
11938,PASTRE,PASTRE,04,S
11939,THERMO KING,THERMO KING,04,S
11940,VERGARA HNO,VERGARA HNO,04,S
11941,ASAV,ASAV,04,S
11942,ABARCA,ABARCA,04,S
11943,ALUNGA,ALUNGA,04,S
11944,BUNOUT,BUNOUT,04,S
11945,CRAVEN TASKER,CRAVEN TASKER,04,S
11946,CONVOY,CONVOY,04,S
11947,CIP,CIP,04,S
11948,DEATEN,DEATEN,04,S
11949,GDAN,GDAN,04,S
11950,HEILCO,HEILCO,04,S
11951,MAMETAL,MAMETAL,04,S
11952,OSGAR,OSGAR,04,S
11953,PIERINO,PIERINO,04,S
11954,SOBARZO,SOBARZO,04,S
11955,S.E.M.,S.E.M.,04,S
11956,REMANTRAIL,REMANTRAIL,04,S
11957,RECAUSE,RECAUSE,04,S
11958,REPAR,REPAR,04,S
11959,ROCGU,ROCGU,04,S
11960,TRAC LEASE INC,TRAC LEASE INC,04,S
11961,TRAILBOSS TRAILER,TRAILBOSS TRAILER,04,S
11962,TORMESOL,TORMESOL,04,S
11963,TRANSCERO,TRANSCERO,04,S
