codigo,nombre,descripcion,lista_de_valor_codigo,vigencia
10617,MORBARK,MORBARK,04,S
10618,KALMAR,KALMAR,04,S
10619,BOKER,BOKER,04,S
10620,MASERATI,MASERATI,04,S
10621,KIA,KIA,04,S
10622,BOXER,BOXER,04,S
10623,SKIDER KOCKUMS MALMO,SKIDER KOCKUMS MALMO,04,S
10624,OK,OK,04,S
10625,MUNCK,MUNCK,04,S
10626,JUCKER MEDFORD OREGON,JUCKER MEDFORD OREGON,04,S
10627,DRILTECH,DRILTECH,04,S
10628,GENERAL STAR,GENERAL STAR,04,S
10629,KLOCKNER,KLOCKNER,04,S
10630,CHENGDU,CHENGDU,04,S
10631,DOBE,DOBE,04,S
10632,NORMET,NORMET,04,S
10633,WESTERN STAR,WESTERN STAR,04,S
10634,HAGGWNDS,HAGGWNDS,04,S
10635,BISCHOFF,BISCHOFF,04,S
10636,WERKLUST,WERKLUST,04,S
10637,GREEN GRIFFIN,GREEN GRIFFIN,04,S
10638,ZELINGSON,ZELINGSON,04,S
10639,SHANGHAI,SHANGHAI,04,S
10640,CAGIVA,CAGIVA,04,S
10641,ATLAS,ATLAS,04,S
10642,ELGUIN,ELGUIN,04,S
10643,KAELBLE,KAELBLE,04,S
10644,LIEBHERR,LIEBHERR,04,S
10645,PINTO,PINTO,04,S
10646,SHENNIU,SHENNIU,04,S
10647,INTEC,INTEC,04,S
10648,SHENNIN,SHENNIN,04,S
10649,ISCO,ISCO,04,S
10650,VELOCETTE,VELOCETTE,04,S
10651,RANGER,RANGER,04,S
10652,TRACK,TRACK,04,S
10653,WACKER,WACKER,04,S
10654,ZHIGULI,ZHIGULI,04,S
10655,IVECO,IVECO,04,S
10656,MAX,MAX,04,S
10657,SCHRAMM,SCHRAMM,04,S
10658,IVECO-FIAT,IVECO-FIAT,04,S
10659,CMI,CMI,04,S
10660,SCREMN,SCREMN,04,S
10661,DRUETTA,DRUETTA,04,S
10663,SCRIPPS BOOTH,SCRIPPS BOOTH,04,S
10664,CROWN,CROWN,04,S
10665,GONG AN,GONG AN,04,S
10666,CARIBE,CARIBE,04,S
10667,BAJAJ CHEJACK,BAJAJ CHEJACK,04,S
10668,REPUBLIC,REPUBLIC,04,S
10669,COOPMES,COOPMES,04,S
10670,ESSLINGEN,ESSLINGEN,04,S
10671,BEIJIN,BEIJIN,04,S
10672,GARDNER DENVER,GARDNER DENVER,04,S
10673,HY-MAC,HY-MAC,04,S
10674,ZUBBER,ZUBBER,04,S
10675,TAF,TAF,04,S
10676,MOTORRADWERK,MOTORRADWERK,04,S
10677,URSUS,URSUS,04,S
10678,YUEJIN,YUEJIN,04,S
10679,DROTT,DROTT,04,S
10680,TAKRAF,TAKRAF,04,S
10681,EIGER,EIGER,04,S
10682,HUPMOBILE,HUPMOBILE,04,S
10683,ITOM,ITOM,04,S
10684,MALAGUTI,MALAGUTI,04,S
10685,OPEN ROAD,OPEN ROAD,04,S
10686,NORKORF YALE,NORKORF YALE,04,S
10688,OEAF GRAEF,OEAF GRAEF,04,S
10689,HATSUTA,HATSUTA,04,S
10690,IBERIA,IBERIA,04,S
10691,SUZHOU,SUZHOU,04,S
10692,MANCINI,MANCINI,04,S
10693,MANITOU,MANITOU,04,S
10694,WINTON,WINTON,04,S
10695,IVECO MAGIRUS,IVECO MAGIRUS,04,S
10696,POLMOTOR FSO,POLMOTOR FSO,04,S
10697,PPM,PPM,04,S
10698,SHEN NIU,SHEN NIU,04,S
10699,BARKAS,BARKAS,04,S
10700,BYERS,BYERS,04,S
10701,JIEN FAGN,JIEN FAGN,04,S
10702,DATONG,DATONG,04,S
10703,TOMOS,TOMOS,04,S
10704,HANGZHOU,HANGZHOU,04,S
10705,JIE FANG,JIE FANG,04,S
10706,JJCC,JJCC,04,S
10707,MASCHINEBAU,MASCHINEBAU,04,S
10708,TRANSALP,TRANSALP,04,S
10709,MIAG,MIAG,04,S
10710,POLONEZ FSO,POLONEZ FSO,04,S
10711,ARDCO,ARDCO,04,S
10712,NAFI,NAFI,04,S
10713,FENWICK,FENWICK,04,S
10714,RHINO,RHINO,04,S
10715,JUKI,JUKI,04,S
10716,JUNIOR,JUNIOR,04,S
10717,BASOV,BASOV,04,S
10718,DEMM,DEMM,04,S
10719,BARKO,BARKO,04,S
10720,CONVEYANGER,CONVEYANGER,04,S
10721,ROBERT,ROBERT,04,S
10722,SAMPIMOVIL,SAMPIMOVIL,04,S
10723,KALMAR AC,KALMAR AC,04,S
10724,HOLDER,HOLDER,04,S
10725,GENERAL,GENERAL,04,S
10726,BERTONE,BERTONE,04,S
10727,GINO BARTALI,GINO BARTALI,04,S
10728,SCHWING,SCHWING,04,S
10729,VINCENT,VINCENT,04,S
10730,LEM MOTOR,LEM MOTOR,04,S
10731,BYRON,BYRON,04,S
10732,IMN,IMN,04,S
10733,LINK BELT,LINK BELT,04,S
10734,BSA INGLESA,BSA INGLESA,04,S
10735,BOURGOIN,BOURGOIN,04,S
10736,SAME,SAME,04,S
10737,HOUNG DANG SANW,HOUNG DANG SANW,04,S
10738,STILL,STILL,04,S
10739,AMERICAN,AMERICAN,04,S
10740,MTD,MTD,04,S
10741,ROADMASTER,ROADMASTER,04,S
10742,CONTESSA,CONTESSA,04,S
10743,LINDE,LINDE,04,S
10744,WRANGLER,WRANGLER,04,S
10745,BLUE BIRD,BLUE BIRD,04,S
10746,LANSING,LANSING,04,S
10747,JUNGHUNRICH,JUNGHUNRICH,04,S
10748,HOES,HOES,04,S
10749,HELO TRYLE,HELO TRYLE,04,S
10750,TECFOR,TECFOR,04,S
10751,DUPRESSOIR,DUPRESSOIR,04,S
10752,BRANDY,BRANDY,04,S
10753,BUSSCAR,BUSSCAR,04,S
10754,RUSA,RUSA,04,S
10755,MARS,MARS,04,S
10756,KAMAZ,KAMAZ,04,S
10757,REEDRILL,REEDRILL,04,S
10758,DYNAHOE,DYNAHOE,04,S
10759,IHC,IHC,04,S
10760,WONDERER,WONDERER,04,S
10761,CAPACITY,CAPACITY,04,S
10762,IRON FAIRY,IRON FAIRY,04,S
10763,MASESO,MASESO,04,S
10764,GMBH HAMBURG,GMBH HAMBURG,04,S
10765,DONG FENG,DONG FENG,04,S
10766,CMEC,CMEC,04,S
10767,MOXY,MOXY,04,S
10768,BRS,BRS,04,S
10769,FMG,FMG,04,S
10770,HARBIN,HARBIN,04,S
10771,ROKON,ROKON,04,S
10772,XING GUANG,XING GUANG,04,S
10773,MARUTI,MARUTI,04,S
10774,DERVI,DERVI,04,S
10775,INVICTA,INVICTA,04,S
10776,GHEL,GHEL,04,S
10777,KICK STARTER,KICK STARTER,04,S
10778,TOYO UMPANKI,TOYO UMPANKI,04,S
10779,CENTURY,CENTURY,04,S
10780,HUBER WARCO,HUBER WARCO,04,S
10781,BULLDOZER,BULLDOZER,04,S
10782,AER MACCHI,AER MACCHI,04,S
10783,BROOKLIN,BROOKLIN,04,S
10784,CHISHOLM RYDER,CHISHOLM RYDER,04,S
10785,GABELSTAPLER,GABELSTAPLER,04,S
10786,WAGNER,WAGNER,04,S
10787,CHINA,CHINA,04,S
10788,KAMO,KAMO,04,S
10789,COUNTY,COUNTY,04,S
10790,FISHOLOW,FISHOLOW,04,S
10791,MARCHETTI,MARCHETTI,04,S
10792,TECIN ROSENBAUER,TECIN ROSENBAUER,04,S
10793,DRIBBLING,DRIBBLING,04,S
10794,TAURUS,TAURUS,04,S
10795,BEIFANG,BEIFANG,04,S
10796,KATO WORKS,KATO WORKS,04,S
10797,LOTUS,LOTUS,04,S
10798,TAVRIA,TAVRIA,04,S
10799,AB,AB,04,S
10800,FBW,FBW,04,S
10801,TAMROCK,TAMROCK,04,S
10802,TORO,TORO,04,S
10803,SHEN FENG,SHEN FENG,04,S
10806,DAELING,DAELING,04,S
10807,ESCORTS,ESCORTS,04,S
10808,RO,RO,04,S
10810,WANDERER,WANDERER,04,S
10811,MENGELE,MENGELE,04,S
10812,MOPETTI,MOPETTI,04,S
10815,ATK,ATK,04,S
10816,BELAVTOMAZ,BELAVTOMAZ,04,S
10817,JIANGSU,JIANGSU,04,S
10818,SATURN,SATURN,04,S
10819,SHIBAURA,SHIBAURA,04,S
10820,CCC,CCC,04,S
10821,CRAN,CRAN,04,S
10822,FRISEH DOZER,FRISEH DOZER,04,S
10823,SIAMBRETA,SIAMBRETA,04,S
10824,VAN HOOL,VAN HOOL,04,S
10825,WAYNE,WAYNE,04,S
10826,AEC,AEC,04,S
10827,ALEKO,ALEKO,04,S
10828,BBC,BBC,04,S
10829,ESEKI,ESEKI,04,S
10830,HUANGHAI,HUANGHAI,04,S
10831,LATVIJA,LATVIJA,04,S
10832,LOCATELLI,LOCATELLI,04,S
10833,MAHINDRA,MAHINDRA,04,S
10834,NORDETS RICHIVIE,NORDETS RICHIVIE,04,S
10835,PIONEER,PIONEER,04,S
10836,ROSENBAUER,ROSENBAUER,04,S
10837,SMITH RODLEY,SMITH RODLEY,04,S
10838,UMM,UMM,04,S
10839,ATHEY MODS,ATHEY MODS,04,S
10840,JOHNSTON,JOHNSTON,04,S
10841,AM GENERAL,AM GENERAL,04,S
10842,APG SAAS,APG SAAS,04,S
10843,AGYCO,AGYCO,04,S
10844,BOMBARDIER,BOMBARDIER,04,S
10845,BOOMER,BOOMER,04,S
10846,CLUB CAR,CLUB CAR,04,S
10847,GRANDALL,GRANDALL,04,S
10848,HERO,HERO,04,S
10849,JOY,JOY,04,S
10850,KOTIR,KOTIR,04,S
10851,LIMING,LIMING,04,S
10852,PADDY FIELD,PADDY FIELD,04,S
10853,TVS,TVS,04,S
10854,WITHLOCK,WITHLOCK,04,S
10856,ABG WERKE,ABG WERKE,04,S
10857,ALFKO,ALFKO,04,S
10858,ASTRA,ASTRA,04,S
10859,KATO,KATO,04,S
10860,KIRDY,KIRDY,04,S
10861,LMV,LMV,04,S
10862,MEIWA,MEIWA,04,S
10863,MINSK,MINSK,04,S
10864,SHEN HUI,SHEN HUI,04,S
10865,SISU,SISU,04,S
10866,SURCO,SURCO,04,S
10867,TVS ASTRA,TVS ASTRA,04,S
10868,WIFE,WIFE,04,S
10869,SMIEC,SMIEC,04,S
10870,DZ,DZ,04,S
10871,HSW,HSW,04,S
10872,HERCHEE,HERCHEE,04,S
10873,LIAZ,LIAZ,04,S
10874,NIBBI,NIBBI,04,S
10875,RHEINSTAHL,RHEINSTAHL,04,S
10876,TAKA,TAKA,04,S
10877,TATAMOBILE,TATAMOBILE,04,S
10878,AKERMAN,AKERMAN,04,S
10879,AUSA,AUSA,04,S
10880,BENATI,BENATI,04,S
10881,BJORN,BJORN,04,S
10882,CORSON FERRARI,CORSON FERRARI,04,S
10883,GEO,GEO,04,S
10884,HAMM,HAMM,04,S
10885,MADILL,MADILL,04,S
10886,QINGQI,QINGQI,04,S
10887,SAAS,SAAS,04,S
10888,DIMEX,DIMEX,04,S
10889,FRANCE LOADER,FRANCE LOADER,04,S
10890,FREIGHT ROVERS,FREIGHT ROVERS,04,S
10891,GARD WOOD,GARD WOOD,04,S
10892,FWB,FWB,04,S
10893,SAYABG,SAYABG,04,S
10895,AVANTI,AVANTI,04,S
10896,CALSA,CALSA,04,S
10897,HOOD,HOOD,04,S
10898,JICASE,JICASE,04,S
10899,JINCHENG,JINCHENG,04,S
10900,KKMS,KKMS,04,S
10901,KMC,KMC,04,S
10902,LUNA,LUNA,04,S
10903,RAJDOOT,RAJDOOT,04,S
10904,RAVO,RAVO,04,S
10905,SANYANG,SANYANG,04,S
10907,TLSMITH,TLSMITH,04,S
10908,WILSON,WILSON,04,S
10909,MURAYEV,MURAYEV,04,S
10910,TULA,TULA,04,S
10911,MG,MG,04,S
10912,LEE BOY,LEE BOY,04,S
10913,MAXION,MAXION,04,S
10914,FENDT,FENDT,04,S
10915,DAYANG,DAYANG,04,S
10916,ARDILLON,ARDILLON,04,S
10917,ATV,ATV,04,S
10918,CAHUEL,CAHUEL,04,S
10919,CUSHMAN,CUSHMAN,04,S
10920,ELTO,ELTO,04,S
10921,KUMOTO,KUMOTO,04,S
10922,LEM,LEM,04,S
10923,MAXIOM,MAXIOM,04,S
10924,MMC,MMC,04,S
10925,WEIYANG,WEIYANG,04,S
10926,TATA,TATA,04,S
10927,TENNANT,TENNANT,04,S
10928,VIBROMAX,VIBROMAX,04,S
10929,KRAZ,KRAZ,04,S
10930,TORINO,TORINO,04,S
10931,AMKODOR,AMKODOR,04,S
10932,COMET,COMET,04,S
10933,COMIL,COMIL,04,S
10934,KOCKUM,KOCKUM,04,S
10935,KREIDLER,KREIDLER,04,S
10936,LEXUS,LEXUS,04,S
10937,MUSTANG,MUSTANG,04,S
10938,NETOUR,NETOUR,04,S
10939,REICHDRILL,REICHDRILL,04,S
10940,CANICA,CANICA,04,S
10941,FENT,FENT,04,S
10942,FUSO,FUSO,04,S
10943,FAMACON,FAMACON,04,S
10944,ASEA,ASEA,04,S
10945,PONSSE,PONSSE,04,S
10946,GEHL,GEHL,04,S
10947,PINGUELY,PINGUELY,04,S
10949,ELGIN,ELGIN,04,S
10950,MULAN,MULAN,04,S
10951,SAREX,SAREX,04,S
10952,STELLA,STELLA,04,S
10953,TEMA TERRA,TEMA TERRA,04,S
10954,ALJEDAH,ALJEDAH,04,S
10955,RAYDER,RAYDER,04,S
10956,THWAITES,THWAITES,04,S
10957,HOPPER,HOPPER,04,S
10959,UNITED,UNITED,04,S
10960,QINGJIANG,QINGJIANG,04,S
10961,STAVOSTROJ,STAVOSTROJ,04,S
10962,SAVOA,SAVOA,04,S
10963,OLICIT,OLICIT,04,S
10964,AUTOGREID,AUTOGREID,04,S
10965,HAGIE,HAGIE,04,S
10966,AMMANN DUOMAT,AMMANN DUOMAT,04,S
10967,MURAVEI,MURAVEI,04,S
10968,GUARESI,GUARESI,04,S
10969,ITALMACHINE,ITALMACHINE,04,S
10971,CARMIX,CARMIX,04,S
10972,FODEN,FODEN,04,S
10973,PERKINS,PERKINS,04,S
10974,TIEN NIN,TIEN NIN,04,S
10976,SCHECO,SCHECO,04,S
10977,TERRAMITE,TERRAMITE,04,S
10978,JIANSHE,JIANSHE,04,S
10979,BENTLEY,BENTLEY,04,S
10980,MADVAC,MADVAC,04,S
10981,PIQUERSA,PIQUERSA,04,S
10982,TMZ,TMZ,04,S
10983,DIECI,DIECI,04,S
10984,BIMOTA,BIMOTA,04,S
10985,LAN XIANG,LAN XIANG,04,S
10986,SILLA,SILLA,04,S
10987,EL DETALLE,EL DETALLE,04,S
10988,BALTICA,BALTICA,04,S
10989,MARINI,MARINI,04,S
10990,SCAT TRAK,SCAT TRAK,04,S
10991,TIMBCO,TIMBCO,04,S
10992,TUG,TUG,04,S
10993,CLASSIC,CLASSIC,04,S
10994,KANOWEY,KANOWEY,04,S
10995,EMEI,EMEI,04,S
10996,SUMITOMO,SUMITOMO,04,S
10997,NAVISTAR,NAVISTAR,04,S
10998,MASTER CRAFT,MASTER CRAFT,04,S
10999,LJUMGBY TRCUK,LJUMGBY TRCUK,04,S
11000,SUPER SUCKER,SUPER SUCKER,04,S
11001,MAGNUM,MAGNUM,04,S
11002,MUZ,MUZ,04,S
11003,INGRAM,INGRAM,04,S
11004,GREGOIRE,GREGOIRE,04,S
11005,EAGER BEAVER,EAGER BEAVER,04,S
11006,EM FRANCE LOADER,EM FRANCE LOADER,04,S
11007,CEDARAPIDS,CEDARAPIDS,04,S
11008,ALL LINE,ALL LINE,04,S
11009,TRANSTEX,TRANSTEX,04,S
11010,DONG,DONG,04,S
11011,BICUPURO,BICUPURO,04,S
11012,GABLES,GABLES,04,S
11013,PIERCE ARROW,PIERCE ARROW,04,S
11014,QUIN GOI,QUIN GOI,04,S
11015,WANDA,WANDA,04,S
11016,ALMACO,ALMACO,04,S
11017,MAULDIN,MAULDIN,04,S
11018,LANYING,LANYING,04,S
11019,MOFFET MOUNTY,MOFFET MOUNTY,04,S
11020,ITMCO,ITMCO,04,S
11021,FAMSA,FAMSA,04,S
11022,MASA,MASA,04,S
11023,EDER,EDER,04,S
11024,MWM VITER,MWM VITER,04,S
11025,ALLAT,ALLAT,04,S
11026,BOOM,BOOM,04,S
11027,CPM,CPM,04,S
11028,COLES,COLES,04,S
11029,FLEETWOOD,FLEETWOOD,04,S
11030,HORCHE,HORCHE,04,S
11031,MUDAN,MUDAN,04,S
11032,JULIA,JULIA,04,S
11033,OKA,OKA,04,S
11034,TAILUNG,TAILUNG,04,S
11035,YANG,YANG,04,S
11037,CLEMENTE CIFALI,CLEMENTE CIFALI,04,S
11038,HUSKY,HUSKY,04,S
11039,JONES,JONES,04,S
11040,SCORZA,SCORZA,04,S
11041,HEIL,HEIL,04,S
11042,KALMAR LMV,KALMAR LMV,04,S
11043,KING,KING,04,S
11044,POWER BOX,POWER BOX,04,S
11045,CHERRINGTON,CHERRINGTON,04,S
11046,SANDEI,SANDEI,04,S
11047,CASE INTERNATIONAL,CASE INTERNATIONAL,04,S
11048,BENYE,BENYE,04,S
11049,ESCORZA,ESCORZA,04,S
11050,FERABOLI,FERABOLI,04,S
11052,HENDRICKSON,HENDRICKSON,04,S
11054,KORVAN,KORVAN,04,S
11055,LETOUNNEAU,LETOUNNEAU,04,S
11056,RAGER BEAVER,RAGER BEAVER,04,S
11057,FIORI CIMAS,FIORI CIMAS,04,S
11058,CARRARO,CARRARO,04,S
11059,CHAMONIX,CHAMONIX,04,S
11060,GOIKIR,GOIKIR,04,S
11061,LOUKS,LOUKS,04,S
11062,NEW HARVESTER,NEW HARVESTER,04,S
11063,QUINQUI,QUINQUI,04,S
11064,CHANGOI,CHANGOI,04,S
11065,CYCLONE,CYCLONE,04,S
11066,MAJESTIC,MAJESTIC,04,S
11067,NCH,NCH,04,S
11068,REXWORKS,REXWORKS,04,S
11069,ROSCO,ROSCO,04,S
11070,TERRAIN KING,TERRAIN KING,04,S
11071,TRUCK WRECKER,TRUCK WRECKER,04,S
11072,FEI HU,FEI HU,04,S
11073,POWER BOSS,POWER BOSS,04,S
11074,STELL BROS,STELL BROS,04,S
11075,UNIMOG,UNIMOG,04,S
11076,ONESK,ONESK,04,S
11077,MACK HECHIZO,MACK HECHIZO,04,S
11078,BELAZ,BELAZ,04,S
11079,CHANGAN,CHANGAN,04,S
11080,HONEY,HONEY,04,S
11081,KAMIMOTO,KAMIMOTO,04,S
11082,MULTITOR,MULTITOR,04,S
11083,PLAREP,PLAREP,04,S
11084,TEREX,TEREX,04,S
11085,YI HUI,YI HUI,04,S
11086,WOOD MIZER,WOOD MIZER,04,S
11087,XUZHOU,XUZHOU,04,S
11088,DESTA,DESTA,04,S
11089,GOTTWALD,GOTTWALD,04,S
11090,RAPIER,RAPIER,04,S
11091,TM,TM,04,S
11092,CHEBOKSARY,CHEBOKSARY,04,S
11093,AMC,AMC,04,S
11094,YUMBO,YUMBO,04,S
11095,LULL,LULL,04,S
11097,ELEPHANT,ELEPHANT,04,S
11098,FIORI,FIORI,04,S
11099,LEEBOY,LEEBOY,04,S
11100,VALPADANA,VALPADANA,04,S
11101,FAUN,FAUN,04,S
11102,SKODA LIAZ,SKODA LIAZ,04,S
11103,NEW HOLLAND FORD,NEW HOLLAND FORD,04,S
11104,CHEVROLET ISUZU,CHEVROLET ISUZU,04,S
11105,RENAULT CAMIVA,RENAULT CAMIVA,04,S
11106,CAMIVA BERLIET,CAMIVA BERLIET,04,S
11107,BT PRIME MOVER,BT PRIME MOVER,04,S
11108,HUSABERG,HUSABERG,04,S
11109,KINETIC,KINETIC,04,S
11110,OVERLAND,OVERLAND,04,S
11111,BOBARD,BOBARD,04,S
11112,TAYLOR DUNN,TAYLOR DUNN,04,S
11113,BRONCE BROOM,BRONCE BROOM,04,S
11114,AGROSTROJ PROSTEJOV,AGROSTROJ PROSTEJOV,04,S
11115,CHILE TRIKE,CHILE TRIKE,04,S
11116,MAMMOTH,MAMMOTH,04,S
11117,NEW HOLLAND FIAT,NEW HOLLAND FIAT,04,S
11118,METALNOR,METALNOR,04,S
11119,ZETTLEMYER,ZETTLEMYER,04,S
11120,ATLAS COPCO,ATLAS COPCO,04,S
11121,BUMAR,BUMAR,04,S
11122,PFAU,PFAU,04,S
11123,SIMON,SIMON,04,S
11124,BELOTTI,BELOTTI,04,S
11125,FREJUS,FREJUS,04,S
11126,WESTINGHOUSE,WESTINGHOUSE,04,S
11127,BROCE,BROCE,04,S
11128,ANSAN,ANSAN,04,S
11129,AMMANN,AMMANN,04,S
11130,IHI,IHI,04,S
11131,TALBOT,TALBOT,04,S
11132,HALLA,HALLA,04,S
11133,INTENSUS,INTENSUS,04,S
11134,FAI KOMATSU,FAI KOMATSU,04,S
11135,WHITE GMC,WHITE GMC,04,S
11136,MAYER HAGEN,MAYER HAGEN,04,S
11137,AVCO NEW IDEA,AVCO NEW IDEA,04,S
11138,HAGGLUNDS,HAGGLUNDS,04,S
11139,POWER CURBERS,POWER CURBERS,04,S
11140,POLI,POLI,04,S
11141,MTC,MTC,04,S
11142,ATALA,ATALA,04,S
11143,CRANE,CRANE,04,S
11144,GEMSY,GEMSY,04,S
11145,HUMMER,HUMMER,04,S
11146,PGO,PGO,04,S
11147,SCHAEFF,SCHAEFF,04,S
11148,PIXALL-F,PIXALL-F,04,S
11149,TOW MOTO,TOW MOTO,04,S
11150,CASE POCLAIN,CASE POCLAIN,04,S
11151,WERK LUST,WERK LUST,04,S
11152,HARVESTER CHISHOLM,HARVESTER CHISHOLM,04,S
11153,CHANGQI,CHANGQI,04,S
11154,TAMROCK SECOMA,TAMROCK SECOMA,04,S
11156,CRANE CARRIER,CRANE CARRIER,04,S
11157,COBA,COBA,04,S
11158,CORPORATION,CORPORATION,04,S
11159,GOMACO,GOMACO,04,S
11160,JUNGHEINRICH,JUNGHEINRICH,04,S
11161,NACIONAL,NACIONAL,04,S
11162,IDAHO NORLAND,IDAHO NORLAND,04,S
11163,IKA,IKA,04,S
11164,FSO,FSO,04,S
11165,BLADEMOR,BLADEMOR,04,S
11166,COMUTA CAR,COMUTA CAR,04,S
11167,JINMA,JINMA,04,S
11168,JUNMA,JUNMA,04,S
11169,MELEX,MELEX,04,S
11170,QIANJIANG,QIANJIANG,04,S
11171,WEBER,WEBER,04,S
11172,LARSON,LARSON,04,S
11173,LIFTKING,LIFTKING,04,S
11174,SLC JOHN DEERE,SLC JOHN DEERE,04,S
11175,TGB,TGB,04,S
11176,HVR,HVR,04,S
11177,ELBA SCHEELE,ELBA SCHEELE,04,S
11178,GIROMAT,GIROMAT,04,S
11179,PAULS,PAULS,04,S
11180,ROCAR,ROCAR,04,S
11181,LOKOMO,LOKOMO,04,S
11182,HINOWA,HINOWA,04,S
11183,BERNA,BERNA,04,S
11184,BROCE BROOM,BROCE BROOM,04,S
11185,PUTZMEISTER,PUTZMEISTER,04,S
11186,SPEEDSTAR,SPEEDSTAR,04,S
11187,TRAVIA,TRAVIA,04,S
11188,DIFOX,DIFOX,04,S
11189,LAMBORGHINI,LAMBORGHINI,04,S
11190,LEBRERO,LEBRERO,04,S
11191,EFFEDI,EFFEDI,04,S
11192,VALTRA,VALTRA,04,S
11193,HYDRA MAC,HYDRA MAC,04,S
11194,FACEL VEGA,FACEL VEGA,04,S
11195,ROS ROCA,ROS ROCA,04,S
11196,ADLY,ADLY,04,S
11197,BITELLI,BITELLI,04,S
11198,FLAHERTY,FLAHERTY,04,S
11199,LOED,LOED,04,S
11200,MVM,MVM,04,S
11201,SAKAI,SAKAI,04,S
11202,SINTEC,SINTEC,04,S
11203,DERBI,DERBI,04,S
11204,ITALGRU,ITALGRU,04,S
11205,LANG F,LANG F,04,S
11206,ABIR,ABIR,04,S
11207,BIG MAX,BIG MAX,04,S
11208,CHANGJIAN,CHANGJIAN,04,S
11209,YIAHSHE,YIAHSHE,04,S
11210,GRAHAM,GRAHAM,04,S
11211,KYMO,KYMO,04,S
11212,MOELVEN,MOELVEN,04,S
11213,URO,URO,04,S
11214,IBESA,IBESA,04,S
11215,KYMCO,KYMCO,04,S
11216,NOKKA,NOKKA,04,S
11217,POWER TECH,POWER TECH,04,S
11218,ARCTCO,ARCTCO,04,S
11219,WIRTGEN,WIRTGEN,04,S
11220,FOREMONTS,FOREMONTS,04,S
11221,HALLA KOMATSU,HALLA KOMATSU,04,S
11222,MAY HEW DRILL,MAY HEW DRILL,04,S
11223,VALTRA VALMET,VALTRA VALMET,04,S
11224,WABGO,WABGO,04,S
11225,DAYAN YATSU,DAYAN YATSU,04,S
11226,ALGA-F,ALGA-F,04,S
11227,ALTEC,ALTEC,04,S
11228,BICE,BICE,04,S
11229,CUBEX,CUBEX,04,S
11230,JAYCO,JAYCO,04,S
11231,SELLICK,SELLICK,04,S
11232,SIATALLIS,SIATALLIS,04,S
11233,SPEEDSTER,SPEEDSTER,04,S
11234,ADK,ADK,04,S
11235,ATLAS COPCO WARNER,ATLAS COPCO WARNER,04,S
11236,CASE DAVID BROWN,CASE DAVID BROWN,04,S
11237,JURMAR,JURMAR,04,S
11238,SOLECTRIA,SOLECTRIA,04,S
11239,MURRELL,MURRELL,04,S
11240,ATLAS COPCO WAGNER,ATLAS COPCO WAGNER,04,S
11241,CLARK LIFT,CLARK LIFT,04,S
11242,WABCO GOTON,WABCO GOTON,04,S
11243,CASAGRANDE,CASAGRANDE,04,S
11244,CIFALI,CIFALI,04,S
11245,FORD MERCURY,FORD MERCURY,04,S
11246,FRONTIER,FRONTIER,04,S
11247,HALLEY,HALLEY,04,S
11248,KLIA,KLIA,04,S
11249,NANFANG,NANFANG,04,S
11250,SANGLAS,SANGLAS,04,S
11251,TRAK INTERNATIONAL,TRAK INTERNATIONAL,04,S
11252,AMERICAN LINCOLN,AMERICAN LINCOLN,04,S
11253,STOCKA,STOCKA,04,S
11254,SCAMMELL,SCAMMELL,04,S
11255,BELLE,BELLE,04,S
11256,CHANG JIANG,CHANG JIANG,04,S
11257,ROYAL,ROYAL,04,S
11258,REYNOLDS WARREN,REYNOLDS WARREN,04,S
11259,ARCTIC CAT,ARCTIC CAT,04,S
11260,AUSTIN HEALY,AUSTIN HEALY,04,S
11261,CASE CORPORATION,CASE CORPORATION,04,S
11262,HAMACHECK,HAMACHECK,04,S
11263,APPLIED SWEEPER,APPLIED SWEEPER,04,S
11264,BRAUD,BRAUD,04,S
11265,LC MOT,LC MOT,04,S
11266,MOTORRAD,MOTORRAD,04,S
11267,SOVENA,SOVENA,04,S
11268,AMIL CAR,AMIL CAR,04,S
11269,BERLIET CAMIVA,BERLIET CAMIVA,04,S
11270,CAMIVA,CAMIVA,04,S
11271,COVENTRY,COVENTRY,04,S
11272,RITRO,RITRO,04,S
11273,SCOTTY,SCOTTY,04,S
11274,SOVEMA,SOVEMA,04,S
11275,AROS,AROS,04,S
11276,DAIMLER CHRYSLER,DAIMLER CHRYSLER,04,S
11277,IMT,IMT,04,S
11278,KRAMER,KRAMER,04,S
11279,SHENNIV,SHENNIV,04,S
11280,SMART,SMART,04,S
11281,SPRA COUPE,SPRA COUPE,04,S
11282,TRANSMANUT,TRANSMANUT,04,S
11283,BT,BT,04,S
11284,CLARK FORK LIFT,CLARK FORK LIFT,04,S
11285,SVETRUCK,SVETRUCK,04,S
11286,UTB,UTB,04,S
11287,HISPANO SUIZO,HISPANO SUIZO,04,S
11288,ADD,ADD,04,S
11289,CUSHION CUT,CUSHION CUT,04,S
11290,DEMAG KRAN,DEMAG KRAN,04,S
11291,EBAWE,EBAWE,04,S
11292,MANITOOL,MANITOOL,04,S
11293,MV AGUSTA,MV AGUSTA,04,S
11294,NEW HOLLAND BRAUD,NEW HOLLAND BRAUD,04,S
11295,TRATORETTO,TRATORETTO,04,S
11296,SFB,SFB,04,S
11297,JORDAN,JORDAN,04,S
11298,COLES HYDRA HUSKY,COLES HYDRA HUSKY,04,S
11299,VICTORY,VICTORY,04,S
