codigo
87031000
87032110
87032120
87032130
87032191
87032220
87032230
87032291
87032320
87032330
87032391
87032420
87032430
87032491
87033110
87033120
87033130
87033220
87033230
87033291
87033310
87033320
87033330
87039010
87039020
87039030
87042121
87042140
87042150
87042240
87042250
87042260
87042321
87042330
87043121
87043140
87043150
87043170
87043210
87043240
87043250
87043260
87043270
87043280
87049020
87049030
87049040
87049050
87049060
87049070
00120101
00330100
00330200
00330300
00330400
87021011
87021019
87021091
87021099
87029011
87029019
87029020
87029090
87032199
87032211
87032219
87032299
87032311
87032319
87032399
87032411
87032419
87032499
87033190
87033211
87033212
87033299
87033390
87039090
87042111
87042112
87042119
87042129
87042130
87043111
87043119
87043129
87043130
87049010
87051010
87051090
87052010
87052090
87054010
87054090
87059010
87059090
87011000
87012010
87012020
87012090
87013000
87019011
87019012
87019019
87019090
87041010
87041090
87042161
87042169
87042170
87042180
87042190
87042210
87042220
87042230
87042271
87042279
87042280
87042290
87042311
87042319
87042329
87042340
87042351
87042359
87042360
87042390
87043161
87043169
87043180
87043190
87043220
87043230
87043290
87049080
87049090
87053010
87053020
87053090
